BASEBALL

{'id': '2211792', 'name_brief': 'A. A.', 'first_name': 'Albert', 'last_name': 'Abreu', 'position': 'SP', 'age': 22}
{'id': '2066821', 'name_brief': 'T. D.', 'first_name': 'Tyler', 'last_name': 'Danish', 'position': 'SP', 'age': 23}
{'id': '2836779', 'name_brief': 'H. D.', 'first_name': 'Hagen', 'last_name': 'Danner', 'position': 'C', 'age': 19}
{'id': '1937347', 'name_brief': 'Y. D.', 'first_name': 'Yu', 'last_name': 'Darvish', 'position': 'SP', 'age': 31}
{'id': '2135264', 'name_brief': 'B. D.', 'first_name': 'Braxton', 'last_name': 'Davidson', 'position': 'RF', 'age': 21}
{'id': '1803183', 'name_brief': 'M. D.', 'first_name': 'Matt', 'last_name': 'Davidson', 'position': '3B', 'age': 27}
{'id': '2910640', 'name_brief': 'T. D.', 'first_name': 'Tucker', 'last_name': 'Davidson', 'position': 'SP', 'age': 22}
{'id': '2167465', 'name_brief': 'Z. D.', 'first_name': 'Zach', 'last_name': 'Davies', 'position': 'SP', 'age': 25}
{'id': '1514565', 'name_brief': 'C. D.', 'first_name': 'Chris', 'last_name': 'Davis', 'position': '1B', 'age': 32}
{'id': '2027436', 'name_brief': 'E. D.', 'first_name': 'Erik', 'last_name': 'Davis', 'position': 'RP', 'age': 31}
{'id': '1947818', 'name_brief': 'G. D.', 'first_name': 'Glynn', 'last_name': 'Davis', 'position': 'SS', 'age': 26}
{'id': '2167497', 'name_brief': 'J. D.', 'first_name': 'J.D.', 'last_name': 'Davis', 'position': '3B', 'age': 24}
{'id': '1813268', 'name_brief': 'K. D.', 'first_name': 'Khris', 'last_name': 'Davis', 'position': 'LF', 'age': 30}
{'id': '2225422', 'name_brief': 'M. D.', 'first_name': 'Marcus', 'last_name': 'Davis', 'position': '1B', 'age': 25}
{'id': '533048', 'name_brief': 'R. D.', 'first_name': 'Rajai', 'last_name': 'Davis', 'position': 'CF', 'age': 37}
{'id': '2210226', 'name_brief': 'R. D.', 'first_name': 'Rookie', 'last_name': 'Davis', 'position': 'SP', 'age': 24}
{'id': '2121070', 'name_brief': 'T. D.', 'first_name': 'Taylor', 'last_name': 'Davis', 'position': '1B', 'age': 28}
{'id': '2227794', 'name_brief': 'T. D.', 'first_name': 'Tyler', 'last_name': 'Davis', 'position': 'RP', 'age': 25}
{'id': '1231630', 'name_brief': 'W. D.', 'first_name': 'Wade', 'last_name': 'Davis', 'position': 'RP', 'age': 32}
{'id': '2227180', 'name_brief': 'D. D.', 'first_name': 'Darius', 'last_name': 'Day', 'position': 'CF', 'age': 23}
{'id': '2042429', 'name_brief': 'G. D.', 'first_name': 'Grant', 'last_name': 'Dayton', 'position': 'RP', 'age': 30}
{'id': '2171204', 'name_brief': 'Y. D.', 'first_name': 'Yonathan', 'last_name': 'Daza', 'position': 'RF', 'age': 24}
{'id': '1104254', 'name_brief': 'A. D.', 'first_name': 'Alejandro', 'last_name': 'De Aza', 'position': 'RF', 'age': 33}
{'id': '1098914', 'name_brief': 'I. D.', 'first_name': 'Ivan', 'last_name': 'De Jesus', 'position': 'SS', 'age': 30}
{'id': '2044548', 'name_brief': 'C. D.', 'first_name': 'Chase', 'last_name': 'De Jong', 'position': 'SP', 'age': 24}
{'id': '2228474', 'name_brief': 'M. D.', 'first_name': 'Maikis', 'last_name': 'De La Cruz', 'position': 'LF', 'age': 27}
{'id': '2211784', 'name_brief': 'O. D.', 'first_name': 'Oscar', 'last_name': 'De La Cruz', 'position': 'SP', 'age': 23}
{'id': '284591', 'name_brief': 'J. D.', 'first_name': 'Jorge', 'last_name': 'De La Rosa', 'position': 'RP', 'age': 37}
{'id': '2167459', 'name_brief': 'J. D.', 'first_name': 'Jose', 'last_name': 'De Leon', 'position': 'RP', 'age': 25}
{'id': '2910631', 'name_brief': 'J. D.', 'first_name': 'Juan', 'last_name': 'De Paula', 'position': 'SP', 'age': 20}
{'id': '2211775', 'name_brief': 'P. D.', 'first_name': 'Paul', 'last_name': 'DeJong', 'position': 'SS', 'age': 24}
{'id': '2218067', 'name_brief': 'T. D.', 'first_name': 'Tyler', 'last_name': 'DeLoach', 'position': 'SP', 'age': 26}
{'id': '2044488', 'name_brief': 'J. D.', 'first_name': 'Joey', 'last_name': 'DeMichele', 'position': '2B', 'age': 27}
{'id': '1961281', 'name_brief': 'J. D.', 'first_name': 'Jake', 'last_name': 'DePew', 'position': 'C', 'age': 26}
{'id': '2117049', 'name_brief': 'A. D.', 'first_name': 'Anthony', 'last_name': 'DeSclafani', 'position': 'SP', 'age': 27}
{'id': '1762815', 'name_brief': 'D. D.', 'first_name': 'Delino', 'last_name': 'DeShields', 'position': 'LF', 'age': 25}
{'id': '2216806', 'name_brief': 'M. D.', 'first_name': 'Matt', 'last_name': 'Dean', 'position': '1B', 'age': 25}
{'id': '2048272', 'name_brief': 'C. D.', 'first_name': 'Cody', 'last_name': 'Decker', 'position': '1B', 'age': 31}
{'id': '1717002', 'name_brief': 'J. D.', 'first_name': 'Jaff', 'last_name': 'Decker', 'position': 'CF', 'age': 28}
{'id': '2756543', 'name_brief': 'D. D.', 'first_name': 'Dean', 'last_name': 'Deetz', 'position': 'RP', 'age': 24}
{'id': '1757992', 'name_brief': 'K. D.', 'first_name': 'Kellin', 'last_name': 'Deglan', 'position': 'C', 'age': 25}
{'id': '1804069', 'name_brief': 'M. D.', 'first_name': 'Matt den', 'last_name': 'Dekker', 'position': 'RF', 'age': 30}
{'id': '1959742', 'name_brief': 'M. D.', 'first_name': 'Miguel', 'last_name': 'Del Castillo', 'position': 'C', 'age': 26}
{'id': '2847300', 'name_brief': 'M. D.', 'first_name': 'Miguel', 'last_name': 'Del Pozo', 'position': 'RP', 'age': 25}
{'id': '2829006', 'name_brief': 'Y. D.', 'first_name': 'Yefri', 'last_name': 'Del Rosario', 'position': 'SP', 'age': 18}
{'id': '2121097', 'name_brief': 'F. D.', 'first_name': 'Frank', 'last_name': 'Del Valle', 'position': 'RP', 'age': 28}
{'id': '1895303', 'name_brief': 'S. D.', 'first_name': 'Steve', 'last_name': 'Delabar', 'position': 'RP', 'age': 34}
{'id': '2167290', 'name_brief': 'M. D.', 'first_name': 'Mitch', 'last_name': 'Delfino', 'position': '3B', 'age': 27}
{'id': '2228463', 'name_brief': 'N. D.', 'first_name': 'Natanael', 'last_name': 'Delgado', 'position': 'LF', 'age': 22}
{'id': '1753999', 'name_brief': 'R. D.', 'first_name': 'Randall', 'last_name': 'Delgado', 'position': 'RP', 'age': 28}
{'id': '1947819', 'name_brief': 'N. D.', 'first_name': 'Nicky', 'last_name': 'Delmonico', 'position': 'LF', 'age': 25}
{'id': '2066311', 'name_brief': 'T. D.', 'first_name': 'Travis', 'last_name': 'Demeritte', 'position': '2B', 'age': 23}
{'id': '1670386', 'name_brief': 'R. D.', 'first_name': 'Ryan', 'last_name': 'Dent', 'position': '2B', 'age': 29}
{'id': '1670490', 'name_brief': 'D. D.', 'first_name': 'Daniel', 'last_name': 'Descalso', 'position': '2B', 'age': 31}
{'id': '546867', 'name_brief': 'I. D.', 'first_name': 'Ian', 'last_name': 'Desmond', 'position': 'LF', 'age': 32}
{'id': '2132830', 'name_brief': 'O. D.', 'first_name': 'Odrisamer', 'last_name': 'Despaigne', 'position': 'RP', 'age': 31}
{'id': '1963330', 'name_brief': 'C. D.', 'first_name': 'Chris', 'last_name': 'Devenski', 'position': 'RP', 'age': 27}
{'id': '2829007', 'name_brief': 'J. D.', 'first_name': 'Jose', 'last_name': 'Devers', 'position': 'SS', 'age': 18}
{'id': '2165929', 'name_brief': 'R. D.', 'first_name': 'Rafael', 'last_name': 'Devers', 'position': '3B', 'age': 21}
{'id': '2119877', 'name_brief': 'A. D.', 'first_name': 'Aledmys', 'last_name': 'Diaz', 'position': 'SS', 'age': 27}
{'id': '2040995', 'name_brief': 'D. D.', 'first_name': 'Dayan', 'last_name': 'Diaz', 'position': 'RP', 'age': 29}
{'id': '2822406', 'name_brief': 'E. D.', 'first_name': 'Eduardo', 'last_name': 'Diaz', 'position': 'CF', 'age': 20}
{'id': '2117203', 'name_brief': 'E. D.', 'first_name': 'Edwin', 'last_name': 'Diaz', 'position': 'RP', 'age': 24}
{'id': '2122215', 'name_brief': 'E. D.', 'first_name': 'Elias', 'last_name': 'Diaz', 'position': 'C', 'age': 27}
{'id': '2218319', 'name_brief': 'F. D.', 'first_name': 'Francisco', 'last_name': 'Diaz', 'position': 'C', 'age': 28}
{'id': '2050878', 'name_brief': 'J. D.', 'first_name': 'Jairo', 'last_name': 'Diaz', 'position': 'RP', 'age': 26}
{'id': '288902', 'name_brief': 'J. D.', 'first_name': 'Jumbo', 'last_name': 'Diaz', 'position': 'RP', 'age': 34}
{'id': '2220464', 'name_brief': 'L. D.', 'first_name': 'Luis', 'last_name': 'Diaz', 'position': 'SP', 'age': 26}
{'id': '2167352', 'name_brief': 'M. D.', 'first_name': 'Miguel', 'last_name': 'Diaz', 'position': 'RP', 'age': 23}
{'id': '2218315', 'name_brief': 'M. D.', 'first_name': 'Miller', 'last_name': 'Diaz', 'position': 'SP', 'age': 25}
{'id': '2121030', 'name_brief': 'Y. D.', 'first_name': 'Yandy', 'last_name': 'Diaz', 'position': '3B', 'age': 26}
{'id': '2050338', 'name_brief': 'A. D.', 'first_name': 'Alex', 'last_name': 'Dickerson', 'position': 'LF', 'age': 27}
{'id': '2041486', 'name_brief': 'C. D.', 'first_name': 'Corey', 'last_name': 'Dickerson', 'position': 'LF', 'age': 28}
{'id': '2592847', 'name_brief': 'C. D.', 'first_name': 'Cody', 'last_name': 'Dickson', 'position': 'RP', 'age': 25}
{'id': '1915025', 'name_brief': 'J. D.', 'first_name': 'Jake', 'last_name': 'Diekman', 'position': 'RP', 'age': 31}
{'id': '2171862', 'name_brief': 'D. D.', 'first_name': 'Danny', 'last_name': 'Diekroeger', 'position': '3B', 'age': 25}
{'id': '2042435', 'name_brief': 'D. D.', 'first_name': 'Derek', 'last_name': 'Dietrich', 'position': '3B', 'age': 28}
{'id': '2159737', 'name_brief': 'W. D.', 'first_name': 'Wilmer', 'last_name': 'Difo', 'position': 'SS', 'age': 26}
{'id': '1098916', 'name_brief': 'T. D.', 'first_name': 'Tim', 'last_name': 'Dillard', 'position': 'RP', 'age': 34}
{'id': '2167480', 'name_brief': 'M. D.', 'first_name': 'Marcos', 'last_name': 'Diplan', 'position': 'SP', 'age': 21}
{'id': '2220474', 'name_brief': 'C. D.', 'first_name': 'Caleb', 'last_name': 'Dirks', 'position': 'RP', 'age': 24}
{'id': '1717007', 'name_brief': 'C. D.', 'first_name': 'Chris', 'last_name': 'Dominguez', 'position': 'LF', 'age': 31}
{'id': '2067931', 'name_brief': 'J. D.', 'first_name': 'Jose', 'last_name': 'Dominguez', 'position': 'RP', 'age': 27}
{'id': '2898211', 'name_brief': 'S. D.', 'first_name': 'Seranthony', 'last_name': 'Dominguez', 'position': 'SP', 'age': 23}
{'id': '2227754', 'name_brief': 'W. D.', 'first_name': 'Wilmer', 'last_name': 'Dominguez', 'position': 'C', 'age': 26}
{'id': '1493883', 'name_brief': 'J. D.', 'first_name': 'Josh', 'last_name': 'Donaldson', 'position': '3B', 'age': 32}
{'id': '2121470', 'name_brief': 'S. D.', 'first_name': 'Sean', 'last_name': 'Donatello', 'position': 'P', 'age': 27}
{'id': '2120530', 'name_brief': 'R. D.', 'first_name': 'Ryan', 'last_name': 'Doolittle', 'position': 'RP', 'age': 30}
{'id': '1601130', 'name_brief': 'S. D.', 'first_name': 'Sean', 'last_name': 'Doolittle', 'position': 'RP', 'age': 31}
{'id': '2836822', 'name_brief': 'J. D.', 'first_name': 'Jeter', 'last_name': 'Downs', 'position': 'SS', 'age': 19}
{'id': '2836823', 'name_brief': 'T. D.', 'first_name': 'Tommy', 'last_name': 'Doyle', 'position': 'RP', 'age': 21}
{'id': '1794323', 'name_brief': 'B. D.', 'first_name': 'Brian', 'last_name': 'Dozier', 'position': '2B', 'age': 30}
{'id': '2066295', 'name_brief': 'H. D.', 'first_name': 'Hunter', 'last_name': 'Dozier', 'position': 'RF', 'age': 26}
{'id': '2171615', 'name_brief': 'B. D.', 'first_name': 'Brady', 'last_name': 'Dragmire', 'position': 'RP', 'age': 25}
{'id': '2171192', 'name_brief': 'B. D.', 'first_name': 'Blake', 'last_name': 'Drake', 'position': 'RF', 'age': 24}
{'id': '1915128', 'name_brief': 'O. D.', 'first_name': 'Oliver', 'last_name': 'Drake', 'position': 'RP', 'age': 31}
{'id': '2227788', 'name_brief': 'Y. D.', 'first_name': 'Yadir', 'last_name': 'Drake', 'position': 'RF', 'age': 27}
{'id': '1957192', 'name_brief': 'B. D.', 'first_name': 'Brandon', 'last_name': 'Drury', 'position': '2B', 'age': 25}
{'id': '2227781', 'name_brief': 'M. D.', 'first_name': 'Montana', 'last_name': 'DuRapau', 'position': 'P', 'age': 26}
{'id': '2171390', 'name_brief': 'J. D.', 'first_name': 'Jose', 'last_name': 'Duarte', 'position': 'C', 'age': 24}
{'id': '2048463', 'name_brief': 'M. D.', 'first_name': 'Marco', 'last_name': 'Duarte', 'position': 'SP', 'age': 31}
{'id': '2226887', 'name_brief': 'M. D.', 'first_name': 'Mauricio', 'last_name': 'Dubon', 'position': 'SS', 'age': 23}
{'id': '1601528', 'name_brief': 'L. D.', 'first_name': 'Lucas', 'last_name': 'Duda', 'position': '1B', 'age': 32}
{'id': '2443873', 'name_brief': 'S. D.', 'first_name': 'Samir', 'last_name': 'Duenez', 'position': '1B', 'age': 21}
{'id': '1486149', 'name_brief': 'B. D.', 'first_name': 'Brian', 'last_name': 'Duensing', 'position': 'RP', 'age': 35}
{'id': '2164747', 'name_brief': 'T. D.', 'first_name': 'Tyler', 'last_name': 'Duffey', 'position': 'RP', 'age': 27}
{'id': '1708185', 'name_brief': 'D. D.', 'first_name': 'Danny', 'last_name': 'Duffy', 'position': 'SP', 'age': 29}
{'id': '2120665', 'name_brief': 'M. D.', 'first_name': 'Matt', 'last_name': 'Duffy', 'position': '3B', 'age': 27}
{'id': '2227633', 'name_brief': 'S. D.', 'first_name': 'Steven', 'last_name': 'Duggar', 'position': 'RF', 'age': 24}
{'id': '545785', 'name_brief': 'Z. D.', 'first_name': 'Zach', 'last_name': 'Duke', 'position': 'RP', 'age': 34}
{'id': '2118864', 'name_brief': 'R. D.', 'first_name': 'Ryan', 'last_name': 'Dull', 'position': 'RP', 'age': 28}
{'id': '2592848', 'name_brief': 'F. D.', 'first_name': 'Frank', 'last_name': 'Duncan', 'position': 'RP', 'age': 26}
{'id': '1654379', 'name_brief': 'M. D.', 'first_name': 'Mike', 'last_name': 'Dunn', 'position': 'RP', 'age': 32}
{'id': '2050498', 'name_brief': 'S. D.', 'first_name': 'Shawon', 'last_name': 'Dunston', 'position': 'OF', 'age': 25}
{'id': '2042091', 'name_brief': 'A. D.', 'first_name': 'Adam', 'last_name': 'Duvall', 'position': 'LF', 'age': 29}
{'id': '1665383', 'name_brief': 'C. D.', 'first_name': 'Cutter', 'last_name': 'Dykstra', 'position': 'LF', 'age': 28}
{'id': '2739978', 'name_brief': 'J. D.', 'first_name': 'James', 'last_name': 'Dykstra', 'position': 'RP', 'age': 27}
{'id': '2791371', 'name_brief': 'B. D.', 'first_name': 'Brock', 'last_name': 'Dykxhoorn', 'position': 'RP', 'age': 23}
{'id': '1725411', 'name_brief': 'J. D.', 'first_name': 'Jarrod', 'last_name': 'Dyson', 'position': 'CF', 'age': 33}
{'id': '1993841', 'name_brief': 'S. D.', 'first_name': 'Sam', 'last_name': 'Dyson', 'position': 'RP', 'age': 29}
{'id': '2216692', 'name_brief': 'J. D.', 'first_name': 'Jonathan', 'last_name': 'Dziedzic', 'position': 'SP', 'age': 27}
{'id': '2731203', 'name_brief': 'C. E.', 'first_name': 'Clark', 'last_name': 'Eagan', 'position': 'RF', 'age': 23}
{'id': '1808563', 'name_brief': 'A. E.', 'first_name': 'Adam', 'last_name': 'Eaton', 'position': 'CF', 'age': 29}
{'id': '2228443', 'name_brief': 'J. E.', 'first_name': 'Jordan', 'last_name': 'Edgerton', 'position': '3B', 'age': 24}
{'id': '1953528', 'name_brief': 'J. E.', 'first_name': 'Josh', 'last_name': 'Edgin', 'position': 'RP', 'age': 31}
{'id': '2073701', 'name_brief': 'C. E.', 'first_name': 'Carl', 'last_name': 'Edwards', 'position': 'RP', 'age': 26}
{'id': '2044513', 'name_brief': 'Z. E.', 'first_name': 'Zach', 'last_name': 'Eflin', 'position': 'SP', 'age': 24}
{'id': '2803766', 'name_brief': 'J. E.', 'first_name': 'Jacob', 'last_name': 'Ehret', 'position': 'P', 'age': 25}
{'id': '2159843', 'name_brief': 'J. E.', 'first_name': 'Jerad', 'last_name': 'Eickhoff', 'position': 'SP', 'age': 27}
{'id': '2169996', 'name_brief': 'D. E.', 'first_name': 'Derek', 'last_name': 'Eitel', 'position': 'P', 'age': 30}
{'id': '2117135', 'name_brief': 'R. E.', 'first_name': 'Roenis', 'last_name': 'Elias', 'position': 'RP', 'age': 29}
{'id': '1104367', 'name_brief': 'A. E.', 'first_name': 'A.J.', 'last_name': 'Ellis', 'position': 'C', 'age': 37}
{'id': '2167333', 'name_brief': 'C. E.', 'first_name': 'Chris', 'last_name': 'Ellis', 'position': 'SP', 'age': 25}
{'id': '1184595', 'name_brief': 'J. E.', 'first_name': 'Jacoby', 'last_name': 'Ellsbury', 'position': 'CF', 'age': 34}
{'id': '1951311', 'name_brief': 'J. E.', 'first_name': 'Jake', 'last_name': 'Elmore', 'position': 'LF', 'age': 30}
{'id': '392294', 'name_brief': 'E. E.', 'first_name': 'Edwin', 'last_name': 'Encarnacion', 'position': 'DH', 'age': 35}
{'id': '2804927', 'name_brief': 'G. E.', 'first_name': 'Geno', 'last_name': 'Encina', 'position': 'RP', 'age': 23}
{'id': '2169649', 'name_brief': 'A. E.', 'first_name': 'Adam', 'last_name': 'Engel', 'position': 'CF', 'age': 26}
{'id': '2836843', 'name_brief': 'B. E.', 'first_name': 'Blayne', 'last_name': 'Enlow', 'position': 'RP', 'age': 19}
{'id': '2247803', 'name_brief': 'D. E.', 'first_name': 'Dietrich', 'last_name': 'Enns', 'position': 'SP', 'age': 26}
{'id': '1803864', 'name_brief': 'N. E.', 'first_name': 'Nathan', 'last_name': 'Eovaldi', 'position': 'SP', 'age': 28}
{'id': '1833103', 'name_brief': 'R. E.', 'first_name': 'Robbie', 'last_name': 'Erlin', 'position': 'SP', 'age': 27}
{'id': '2117199', 'name_brief': 'P. E.', 'first_name': 'Phillip', 'last_name': 'Ervin', 'position': 'CF', 'age': 25}
{'id': '2169990', 'name_brief': 'G. E.', 'first_name': 'Gene', 'last_name': 'Escat', 'position': 'P', 'age': 28}
{'id': '547241', 'name_brief': 'A. E.', 'first_name': 'Alcides', 'last_name': 'Escobar', 'position': 'SS', 'age': 31}
{'id': '1670491', 'name_brief': 'E. E.', 'first_name': 'Eduardo', 'last_name': 'Escobar', 'position': '3B', 'age': 29}
{'id': '2507516', 'name_brief': 'L. E.', 'first_name': 'Luis', 'last_name': 'Escobar', 'position': 'SP', 'age': 21}
{'id': '2453279', 'name_brief': 'T. E.', 'first_name': 'Tom', 'last_name': 'Eshelman', 'position': 'SP', 'age': 23}
{'id': '2118885', 'name_brief': 'P. E.', 'first_name': 'Paolo', 'last_name': 'Espino', 'position': 'RP', 'age': 31}
{'id': '2210225', 'name_brief': 'C. E.', 'first_name': 'Carlos', 'last_name': 'Estevez', 'position': 'RP', 'age': 25}
{'id': '1630042', 'name_brief': 'M. E.', 'first_name': 'Marco', 'last_name': 'Estrada', 'position': 'SP', 'age': 34}
{'id': '1671046', 'name_brief': 'R. E.', 'first_name': 'Robi', 'last_name': 'Estrada', 'position': 'SS', 'age': 29}
{'id': '2739969', 'name_brief': 'T. E.', 'first_name': 'Thairo', 'last_name': 'Estrada', 'position': 'SS', 'age': 22}
{'id': '2794804', 'name_brief': 'R. E.', 'first_name': 'Ricky', 'last_name': 'Eusebio', 'position': 'CF', 'age': 24}
{'id': '2117050', 'name_brief': 'B. E.', 'first_name': 'Bryan', 'last_name': 'Evans', 'position': 'SP', 'age': 31}
{'id': '1953529', 'name_brief': 'P. E.', 'first_name': 'Phillip', 'last_name': 'Evans', 'position': '3B', 'age': 25}
{'id': '2169015', 'name_brief': 'Z. E.', 'first_name': 'Zane', 'last_name': 'Evans', 'position': 'C', 'age': 26}
{'id': '1208708', 'name_brief': 'I. F.', 'first_name': 'Irving', 'last_name': 'Falu', 'position': '2B', 'age': 34}
{'id': '1756628', 'name_brief': 'J. F.', 'first_name': 'Jeurys', 'last_name': 'Familia', 'position': 'RP', 'age': 28}
{'id': '2226580', 'name_brief': 'J. F.', 'first_name': 'Johneshwy', 'last_name': 'Fargas', 'position': 'CF', 'age': 23}
{'id': '2210236', 'name_brief': 'J. F.', 'first_name': 'Jake', 'last_name': 'Faria', 'position': 'SP', 'age': 24}
{'id': '2141540', 'name_brief': 'B. F.', 'first_name': 'Buck', 'last_name': 'Farmer', 'position': 'SP', 'age': 27}
{'id': '2118133', 'name_brief': 'K. F.', 'first_name': 'Kyle', 'last_name': 'Farmer', 'position': '3B', 'age': 27}
{'id': '1733856', 'name_brief': 'D. F.', 'first_name': 'Danny', 'last_name': 'Farquhar', 'position': 'RP', 'age': 31}
{'id': '2227177', 'name_brief': 'L. F.', 'first_name': 'Luke', 'last_name': 'Farrell', 'position': 'RP', 'age': 26}
{'id': '2170002', 'name_brief': 'A. F.', 'first_name': 'Andrew', 'last_name': 'Faulkner', 'position': 'RP', 'age': 25}
{'id': '2120251', 'name_brief': 'T. F.', 'first_name': 'Taylor', 'last_name': 'Featherston', 'position': '2B', 'age': 28}
{'id': '2167502', 'name_brief': 'E. F.', 'first_name': 'Erick', 'last_name': 'Fedde', 'position': 'SP', 'age': 25}
{'id': '1669884', 'name_brief': 'T. F.', 'first_name': 'Tim', 'last_name': 'Federowicz', 'position': 'C', 'age': 30}
{'id': '2447470', 'name_brief': 'M. F.', 'first_name': 'Mario', 'last_name': 'Feliciano', 'position': 'C', 'age': 19}
{'id': '1798564', 'name_brief': 'J. F.', 'first_name': 'Jose', 'last_name': 'Felix', 'position': 'C', 'age': 29}
{'id': '1961736', 'name_brief': 'A. F.', 'first_name': 'Anderson', 'last_name': 'Feliz', 'position': '2B', 'age': 25}
{'id': '2117128', 'name_brief': 'M. F.', 'first_name': 'Michael', 'last_name': 'Feliz', 'position': 'RP', 'age': 24}
{'id': '1623768', 'name_brief': 'N. F.', 'first_name': 'Neftali', 'last_name': 'Feliz', 'position': 'RP', 'age': 29}
{'id': '2228499', 'name_brief': 'C. F.', 'first_name': 'Collin', 'last_name': 'Ferguson', 'position': '1B', 'age': 25}
{'id': '2224129', 'name_brief': 'J. F.', 'first_name': 'Jaylen', 'last_name': 'Ferguson', 'position': 'OF', 'age': 20}
{'id': '2803767', 'name_brief': 'J. F.', 'first_name': 'Jose', 'last_name': 'Fermin', 'position': 'SS', 'age': 19}
{'id': '2228445', 'name_brief': 'J. F.', 'first_name': 'Jose', 'last_name': 'Fernandez', 'position': '2B', 'age': 24}
{'id': '2902128', 'name_brief': 'J. F.', 'first_name': 'Julian', 'last_name': 'Fernandez', 'position': 'RP', 'age': 22}
{'id': '2211785', 'name_brief': 'J. F.', 'first_name': 'Junior', 'last_name': 'Fernandez', 'position': 'SP', 'age': 21}
{'id': '2804514', 'name_brief': 'V. F.', 'first_name': 'Vince', 'last_name': 'Fernandez', 'position': 'LF', 'age': 22}
{'id': '2178545', 'name_brief': 'J. F.', 'first_name': 'Jeff', 'last_name': 'Ferrell', 'position': 'RP', 'age': 27}
{'id': '2693899', 'name_brief': 'J. F.', 'first_name': 'J.P.', 'last_name': 'Feyereisen', 'position': 'RP', 'age': 25}
{'id': '2121908', 'name_brief': 'J. F.', 'first_name': 'Johnny', 'last_name': 'Field', 'position': 'LF', 'age': 26}
{'id': '2226333', 'name_brief': 'A. F.', 'first_name': 'Arby', 'last_name': 'Fields', 'position': 'CF', 'age': 26}
{'id': '1663430', 'name_brief': 'J. F.', 'first_name': 'Josh', 'last_name': 'Fields', 'position': 'RP', 'age': 32}
{'id': '1740929', 'name_brief': 'M. F.', 'first_name': 'Mike', 'last_name': 'Fiers', 'position': 'SP', 'age': 32}
{'id': '1910548', 'name_brief': 'S. F.', 'first_name': 'Stephen', 'last_name': 'Fife', 'position': 'SP', 'age': 31}
{'id': '2171610', 'name_brief': 'T. F.', 'first_name': 'Tyler', 'last_name': 'Filliben', 'position': 'SS', 'age': 25}
{'id': '2453280', 'name_brief': 'H. F.', 'first_name': 'Heath', 'last_name': 'Fillmyer', 'position': 'SP', 'age': 23}
{'id': '2227795', 'name_brief': 'J. F.', 'first_name': 'Joe', 'last_name': 'Filomeno', 'position': 'RP', 'age': 25}
{'id': '2121914', 'name_brief': 'G. F.', 'first_name': 'Grant', 'last_name': 'Fink', 'position': '3B', 'age': 27}
{'id': '2136391', 'name_brief': 'B. F.', 'first_name': 'Brandon', 'last_name': 'Finnegan', 'position': 'SP', 'age': 24}
{'id': '2170497', 'name_brief': 'D. F.', 'first_name': 'Dan', 'last_name': 'Fiorito', 'position': '3B', 'age': 27}
{'id': '2121315', 'name_brief': 'M. F.', 'first_name': 'Mike', 'last_name': 'Fish', 'position': 'CF', 'age': 27}
{'id': '2171338', 'name_brief': 'A. F.', 'first_name': 'Austin', 'last_name': 'Fisher', 'position': 'SS', 'age': 25}
{'id': '2136393', 'name_brief': 'D. F.', 'first_name': 'Derek', 'last_name': 'Fisher', 'position': 'LF', 'age': 24}
{'id': '1699360', 'name_brief': 'D. F.', 'first_name': 'Doug', 'last_name': 'Fister', 'position': 'SP', 'age': 34}
{'id': '2135266', 'name_brief': 'J. F.', 'first_name': 'Jack', 'last_name': 'Flaherty', 'position': 'SP', 'age': 22}
{'id': '1717082', 'name_brief': 'R. F.', 'first_name': 'Ryan', 'last_name': 'Flaherty', 'position': '2B', 'age': 31}
{'id': '2049827', 'name_brief': 'K. F.', 'first_name': 'Kaleb', 'last_name': 'Fleck', 'position': 'RP', 'age': 29}
{'id': '1937566', 'name_brief': 'A. F.', 'first_name': 'Austin', 'last_name': 'Fleet', 'position': 'RP', 'age': 30}
{'id': '2794803', 'name_brief': 'M. F.', 'first_name': 'Matt', 'last_name': 'Flemer', 'position': 'RP', 'age': 27}
{'id': '2443613', 'name_brief': 'C. F.', 'first_name': 'Chris', 'last_name': 'Flexen', 'position': 'SP', 'age': 23}
{'id': '2171864', 'name_brief': 'J. F.', 'first_name': 'Jorge', 'last_name': 'Flores', 'position': 'SS', 'age': 26}
{'id': '2114633', 'name_brief': 'L. F.', 'first_name': 'Luis', 'last_name': 'Flores', 'position': 'C', 'age': 31}
{'id': '2027422', 'name_brief': 'R. F.', 'first_name': 'Ramon', 'last_name': 'Flores', 'position': 'RF', 'age': 26}
{'id': '1665897', 'name_brief': 'W. F.', 'first_name': 'Wilmer', 'last_name': 'Flores', 'position': '3B', 'age': 26}
{'id': '1209012', 'name_brief': 'P. F.', 'first_name': 'Pedro', 'last_name': 'Florimon', 'position': 'CF', 'age': 31}
{'id': '2167510', 'name_brief': 'D. F.', 'first_name': 'Dylan', 'last_name': 'Floro', 'position': 'RP', 'age': 27}
{'id': '1539223', 'name_brief': 'T. F.', 'first_name': 'Tyler', 'last_name': 'Flowers', 'position': 'C', 'age': 32}
{'id': '2042430', 'name_brief': 'B. F.', 'first_name': 'Brian', 'last_name': 'Flynn', 'position': 'RP', 'age': 27}
{'id': '2118922', 'name_brief': 'C. F.', 'first_name': 'Cameron', 'last_name': 'Flynn', 'position': 'OF', 'age': 28}
